333;Дюртюли;Город;Республика Башкортостан;Приволжский;31 152;30 943;н/д;Прирост
334;Янаул;Город;Республика Башкортостан;Приволжский;26 297;26 074;25 894;Прирост
335;Давлеканово;Город;Республика Башкортостан;Приволжский;23 953;23 973;23 820;Прирост
336;Чишмы;Посёлок городского типа;Республика Башкортостан;Приволжский;21 923;21 994;22 008;Прирост
337;Приютово;Посёлок городского типа;Республика Башкортостан;Приволжский;20 237;19 998;19 768;Прирост
338;Раевский;Село;Республика Башкортостан;Приволжский;19 874;19 588;Н/д;Прирост
339;Баймак;Город;Республика Башкортостан;Приволжский;17 492;17 460;17 475;Прирост
340;Иглино;Село;Республика Башкортостан;Приволжский;Н/д;Н/д;Н/д;Прирост
341;Межгорье;Город;Республика Башкортостан;Приволжский;16 450;16 275;16 019;Прирост
342;Агидель;Город;Республика Башкортостан;Приволжский;15 865;15 749;15 616;Прирост
343;Красноусольский;Село;Республика Башкортостан;Приволжский;Н/д;Н/д;Н/д;Прирост
344;Чекмагуш;Село;Республика Башкортостан;Приволжский;Н/д;Н/д;Н/д;Прирост
345;Кандры;Село;Республика Башкортостан;Приволжский;Н/д;Н/д;Н/д;Прирост
346;Месягутово;Село;Республика Башкортостан;Приволжский;Н/д;Н/д;Н/д;Прирост
347;Буздяк;Село;Республика Башкортостан;Приволжский;Н/д;Н/д;Н/д;Прирост
348;Толбазы;Село;Республика Башкортостан;Приволжский;Н/д;Н/д;Н/д;Прирост
349;Северобайкальск;Город;Республика Бурятия;Сибирский;24 209;24 101;23 944;Прирост
350;Гусиноозёрск;Город;Республика Бурятия;Сибирский;23 436;23 307;23 359;Прирост
351;Кяхта;Город;Республика Бурятия;Сибирский;20 076;20 036;19 980;Прирост
352;Селенгинск;Посёлок городского типа;Республика Бурятия;Сибирский;14 126;13 919;13 793;Прирост
353;Закаменск;Город;Республика Бурятия;Сибирский;11 455;11 369;11 234;Прирост
354;Онохой;Посёлок городского типа;Республика Бурятия;Сибирский;10 650;10 676;10 760;Прирост
355;Кизляр;Город;Республика Дагестан;Северо-Кавказский;48 078;48 102;48 237;Прирост
356;Кизилюрт;Город;Республика Дагестан;Северо-Кавказский;34 162;34 939;35 762;Прирост
357;Дагестанские Огни;Город;Республика Дагестан;Северо-Кавказский;28 132;28 669;28 887;Прирост
358;Карабудахкент;Село;Республика Дагестан;Северо-Кавказский;16 249;16 582;Н/д;Прирост
359;Ленинкент;Посёлок городского типа;Республика Дагестан;Северо-Кавказский;15 977;16 027;16 178;Прирост
360;Бабаюрт;Село;Республика Дагестан;Северо-Кавказский;15 839;15 984;Н/д;Прирост
361;Тарки;Посёлок городского типа;Республика Дагестан;Северо-Кавказский;15 443;15 443;15 544;Прирост
362;Семендер;Посёлок городского типа;Республика Дагестан;Северо-Кавказский;13 710;13 777;13 931;Прирост
363;Нижнее Казанище;Село;Республика Дагестан;Северо-Кавказский;13 626;13 823;Н/д;Прирост
364;Ахты;Село;Республика Дагестан;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
365;Касумкент;Село;Республика Дагестан;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
366;Альбурикент;Посёлок городского типа;Республика Дагестан;Северо-Кавказский;12 635;12 653;12 682;Прирост
367;Ботлих;Село;Республика Дагестан;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
368;Шамхал;Посёлок городского типа;Республика Дагестан;Северо-Кавказский;11 857;11 881;11 849;Прирост
369;Белиджи;Посёлок городского типа;Республика Дагестан;Северо-Кавказский;11 908;11 796;11 583;Прирост
370;Новый Хушет;Село;Республика Дагестан;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
371;Каякент;Село;Республика Дагестан;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
372;Мамедкала;Посёлок городского типа;Республика Дагестан;Северо-Кавказский;11 008;11 035;11 052;Прирост
373;Леваши;Село;Республика Дагестан;Северо-Кавказский;10 704;10 860;Н/д;Прирост
374;Шамхал-Термен;Село;Республика Дагестан;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
375;Южно-Сухокумск;Город;Республика Дагестан;Северо-Кавказский;10 186;10 359;10 388;Прирост
376;Новый Кяхулай;Посёлок городского типа;Республика Дагестан;Северо-Кавказский;10 050;10 038;10 093;Прирост
377;Карабулак;Город;Республика Ингушетия;Северо-Кавказский;37 883;38 422;Н/д;Прирост
378;Малгобек;Город;Республика Ингушетия;Северо-Кавказский;34 385;35 462;Н/д;Прирост
379;Нестеровская;Станица;Республика Ингушетия;Северо-Кавказский;22 676;22 831;Н/д;Прирост
380;Троицкая;Станица;Республика Ингушетия;Северо-Кавказский;17 225;17 333;Н/д;Прирост
381;Экажево;Село;Республика Ингушетия;Северо-Кавказский;16 939;17 424;Н/д;Прирост
382;Кантышево;Село;Республика Ингушетия;Северо-Кавказский;16 857;17 211;Н/д;Прирост
383;Плиево;Село;Республика Ингушетия;Северо-Кавказский;14 809;15 133;Н/д;Прирост
384;Сурхахи;Село;Республика Ингушетия;Северо-Кавказский;11 382;11 660;Н/д;Прирост
385;Барсуки;Село;Республика Ингушетия;Северо-Кавказский;10 953;11 045;Н/д;Прирост
386;Сагопши;Село;Республика Ингушетия;Северо-Кавказский;10 950;11 247;Н/д;Прирост
387;Баксан;Город;Кабардино-Балкарская Республика;Северо-Кавказский;37 373;37 527;37 782;Прирост
388;Нарткала;Город;Кабардино-Балкарская Республика;Северо-Кавказский;30 500;30 476;30 497;Прирост
389;Майский;Город;Кабардино-Балкарская Республика;Северо-Кавказский;26 493;26 683;26 831;Прирост
390;Тырныауз;Город;Кабардино-Балкарская Республика;Северо-Кавказский;20 492;20 544;20 551;Прирост
391;Дыгулыбгей;Село;Кабардино-Балкарская Республика;Северо-Кавказский;20 214;20 349;20 387;Прирост
392;Терек;Город;Кабардино-Балкарская Республика;Северо-Кавказский;19 446;19 442;19 426;Прирост
393;Чегем;Город;Кабардино-Балкарская Республика;Северо-Кавказский;17 820;17 875;17 957;Прирост
394;Нартан;Село;Кабардино-Балкарская Республика;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
395;Исламей;Село;Кабардино-Балкарская Республика;Северо-Кавказский;11 535;11 625;Н/д;Прирост
396;Заюково;Село;Кабардино-Балкарская Республика;Северо-Кавказский;11 464;11 528;Н/д;Прирост
397;Чегем Второй;Село;Кабардино-Балкарская Республика;Северо-Кавказский;11 237;11 338;Н/д;Прирост
398;Шалушка;Село;Кабардино-Балкарская Республика;Северо-Кавказский;11 020;11 016;Н/д;Прирост
399;Хасанья;Село;Кабардино-Балкарская Республика;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
400;Лагань;Город;Республика Калмыкия;Южный;13 493;13 258;13 170;Прирост
401;Троицкое;Село;Республика Калмыкия;Южный;12 415;12 460;Н/д;Прирост
402;Усть-Джегута;Город;Карачаево-Черкесская Республика;Северо-Кавказский;29 665;29 779;30 245;Прирост
403;Карачаевск;Город;Карачаево-Черкесская Республика;Северо-Кавказский;20 357;20 641;20 976;Прирост
404;Зеленчукская;Станица;Карачаево-Черкесская Республика;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
405;Учкекен;Село;Карачаево-Черкесская Республика;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
406;Сторожевая;Станица;Карачаево-Черкесская Республика;Северо-Кавказский;Н/д;Н/д;Н/д;Прирост
407;Кондопога;Город;Республика Карелия;Северо-Западный;31 646;31 501;Н/д;Убывание
408;Костомукша;Город;Республика Карелия;Северо-Западный;29 036;29 356;Н/д;Прирост
409;Сегежа;Город;Республика Карелия;Северо-Западный;28 117;27 813;Н/д;Убывание
410;Сортавала;Город;Республика Карелия;Северо-Западный;18 857;18 830;Н/д;Убывание
411;Медвежьегорск;Город;Республика Карелия;Северо-Западный;14 833;14 647;Н/д;Убывание
412;Кемь;Город;Республика Карелия;Северо-Западный;12 191;11 969;Н/д;Убывание
413;Питкяранта;Город;Республика Карелия;Северо-Западный;10 945;10 751;Н/д;Убывание
414;Беломорск;Город;Республика Карелия;Северо-Западный;10 372;10 150;Н/д;Убывание
415;Печора;Город;Республика Коми;Северо-Западный;41 189;40 910;40 653;Убывание
416;Усинск;Город;Республика Коми;Северо-Западный;39 831;39 431;39 025;Убывание
417;Инта;Город;Республика Коми;Северо-Западный;28 491;27 723;26 983;Убывание
418;Сосногорск;Город;Республика Коми;Северо-Западный;27 134;26 923;26 670;Убывание
419;Емва;Город;Республика Коми;Северо-Западный;13 625;13 405;13 180;Убывание
420;Выльгорт;Село;Республика Коми;Северо-Западный;11 251;11 574;11 756;Прирост
421;Вуктыл;Город;Республика Коми;Северо-Западный;11 198;10 729;10 430;Убывание
422;Воргашор;Посёлок городского типа;Республика Коми;Северо-Западный;10 876;10 666;10 450;Убывание
423;Джанкой;Город;Республика Крым;Южный;38 622;38 676;38 934;Прирост
424;Алушта;Город;Республика Крым;Южный;29 078;29 201;29 586;Прирост
425;Бахчисарай;Город;Республика Крым;Южный;27 448;27 450;27 351;Прирост
426;Красноперекопск;Город;Республика Крым;Южный;26 268;26 349;26 139;Прирост
427;Саки;Город;Республика Крым;Южный;25 146;25 195;25 186;Прирост
428;Армянск;Город;Республика Крым;Южный;21 987;22 011;21 981;Прирост
429;Судак;Город;Республика Крым;Южный;16 492;16 615;16 597;Прирост
430;Белогорск;Город;Республика Крым;Южный;16 354;16 359;16 428;Прирост
431;Гвардейское;Посёлок городского типа;Республика Крым;Южный;12 589;Н/д;Н/д;Прирост
432;Приморский;Посёлок городского типа;Республика Крым;Южный;12 560;Н/д;Н/д;Прирост
433;Черноморское;Посёлок городского типа;Республика Крым;Южный;Н/д;Н/д;Н/д;Прирост
;;;;;;;;
434;Красногвардейское;Посёлок городского типа;Республика Крым;Южный;11 134;Н/д;Н/д;Прирост
435;Щёлкино;Город;Республика Крым;Южный;10 620;10 603;10 593;Прирост
436;Советский;Посёлок городского типа;Республика Крым;Южный;10 324;10 410;Н/д;Прирост
437;Гаспра;Посёлок городского типа;Республика Крым;Южный;10 310;Н/д;Н/д;Прирост
438;Октябрьское;Посёлок городского типа;Республика Крым;Южный;10 218;10 244;Н/д;Прирост
439;Козьмодемьянск;Город;Республика Марий Эл;Приволжский;20 810;20 682;20 505;Прирост
440;Медведево;Посёлок городского типа;Республика Марий Эл;Приволжский;17 351;17 830;18 147;Прирост
441;Звенигово;Город;Республика Марий Эл;Приволжский;11 729;11 681;11 504;Прирост
442;Советский;Посёлок городского типа;Республика Марий Эл;Приволжский;10 418;10 356;10 446;Прирост
443;Рузаевка;Город;Республика Мордовия;Приволжский;46 437;46 213;46 064;Прирост
444;Ковылкино;Город;Республика Мордовия;Приволжский;20 820;20 560;20 387;Прирост
445;Комсомольский;Посёлок городского типа;Республика Мордовия;Приволжский;Н/д;Н/д;12 971;Прирост
446;Зубова Поляна;Рабочий посёлок;Республика Мордовия;Приволжский;10 083;10 162;10 128;Прирост
447;Мирный;Город;Республика Саха;Дальневосточный;34 652;34 354;34 836;Прирост
448;Ленск;Город;Республика Саха;Дальневосточный;23 948;23 725;23 693;Прирост
;;;;;;;;
449;Алдан;Город;Республика Саха;Дальневосточный;21 364;21 092;20 892;Прирост
450;Айхал;Посёлок городского типа;Республика Саха;Дальневосточный;13 396;13 408;14 057;Прирост
451;Удачный;Город;Республика Саха;Дальневосточный;Н/д;11 564;11 695;Прирост
452;Вилюйск;Город;Республика Саха;Дальневосточный;10 559;10 656;10 744;Прирост
453;Моздок;Город;Республика Северная Осетия - Алания;Северо-Кавказский;39 432;40 042;40 564;Прирост
454;Беслан;Город;Республика Северная Осетия - Алания;Северо-Кавказский;36 991;37 063;37 034;Прирост
455;Алагир;Город;Республика Северная Осетия - Алания;Северо-Кавказский;20 399;20 270;20 211;Прирост
456;Ардон;Город;Республика Северная Осетия - Алания;Северо-Кавказский;19 201;19 453;19 513;Прирост
457;Заводской;Посёлок городского типа;Республика Северная Осетия - Алания;Северо-Кавказский;16 698;16 630;16 507;Прирост
458;Эльхотово;Село;Республика Северная Осетия - Алания;Северо-Кавказский;12 517;12 501;12 510;Прирост
459;Сунжа;Село;Республика Северная Осетия - Алания;Северо-Кавказский;11 875;11 909;11 955;Прирост
460;Ногир;Село;Республика Северная Осетия - Алания;Северо-Кавказский;11 792;11 809;11 797;Прирост
461;Кизляр;Село;Республика Северная Осетия - Алания;Северо-Кавказский;11 310;11 378;11 426;Прирост
462;Дигора;Город;Республика Северная Осетия - Алания;Северо-Кавказский;10 355;10 273;10 134;Прирост
463;Октябрьское;Село;Республика Северная Осетия - Алания;Северо-Кавказский;10 231;10 275;10 221;Прирост
464;Заинск;Город;Республика Татарстан;Приволжский;41 242;41 046;40 878;Прирост
465;Азнакаево;Город;Республика Татарстан;Приволжский;34 747;34 720;34 700;Прирост
466;Нурлат;Город;Республика Татарстан;Приволжский;33 267;33 102;33 141;Прирост
467;Менделеевск;Город;Республика Татарстан;Приволжский;22 131;22 200;22 183;Прирост
468;Бавлы;Город;Республика Татарстан;Приволжский;22 178;22 114;22 235;Прирост
469;Буинск;Город;Республика Татарстан;Приволжский;20 718;20 854;20 886;Прирост
470;Агрыз;Город;Республика Татарстан;Приволжский;19 778;19 738;19 739;Прирост
471;Арск;Город;Республика Татарстан;Приволжский;19 324;19 681;20 046;Прирост
472;Кукмор;Посёлок городского типа;Республика Татарстан;Приволжский;17 428;17 479;17 694;Прирост
473;Васильево;Посёлок городского типа;Республика Татарстан;Приволжский;17 300;17 420;17 534;Прирост
474;Мензелинск;Город;Республика Татарстан;Приволжский;16 968;16 952;17 043;Прирост
475;Камские Поляны;Посёлок городского типа;Республика Татарстан;Приволжский;15 774;15 645;15 624;Прирост
476;Мамадыш;Город;Республика Татарстан;Приволжский;15 313;15 528;15 573;Прирост
477;Джалиль;Посёлок городского типа;Республика Татарстан;Приволжский;13 817;13 613;13 422;Прирост
478;Алексеевское;Посёлок городского типа;Республика Татарстан;Приволжский;11 579;11 615;11 658;Прирост
479;Тетюши;Город;Республика Татарстан;Приволжский;11 419;11 449;11 410;Прирост
480;Уруссу;Посёлок городского типа;Республика Татарстан;Приволжский;10 561;10 577;10 637;Прирост
481;Нижняя Мактама;Посёлок городского типа;Республика Татарстан;Приволжский;Н/Д;Н/Д;Н/Д;Прирост
482;Каа-Хем;Посёлок городского типа;Республика Тыва;Сибирский;16 023;16 628;16 942;Прирост
483;Ак-Довурак;Город;Республика Тыва;Сибирский;13 548;13 570;13 700;Прирост
484;Шагонар;Город;Республика Тыва;Сибирский;10 966;10 905;10 935;Прирост
485;Можга;Город;Удмуртская Республика;Приволжский;49 841;49 777;49 733;Прирост
486;Игра;Посёлок;Удмуртская Республика;Приволжский;Н/Д;Н/Д;Н/Д;Прирост
487;Ува;Посёлок;Удмуртская Республика;Приволжский;Н/Д;Н/Д;Н/Д;Прирост
488;Балезино;Посёлок;Удмуртская Республика;Приволжский;15 183;15 018;Н/Д;Прирост
489;Кез;Посёлок;Удмуртская Республика;Приволжский;Н/Д;Н/Д;Н/Д;Прирост
490;Камбарка;Город;Удмуртская Республика;Приволжский;10 658;10 670;10 577;Прирост
491;Кизнер;Посёлок;Удмуртская Республика;Приволжский;Н/Д;9 805;Н/Д;Прирост
492;Завьялово;Село;Удмуртская Республика;Приволжский;Н/Д;Н/Д;Н/Д;Прирост
493;Саяногорск;Город;Республика Хакасия;Сибирский;48 851;48 740;Н/Д;Прирост
494;Абаза;Город;Республика Хакасия;Сибирский;16 238;16 009;15 800;Прирост
495;Усть-Абакан;Посёлок городского типа;Республика Хакасия;Сибирский;15 401;15 554;Н/Д;Прирост
496;Сорск;Город;Республика Хакасия;Сибирский;11 496;11 485;Н/Д;Прирост
497;Белый Яр;Село;Республика Хакасия;Сибирский;Н/Д;Н/Д;Н/Д;Прирост
498;Шира;Село;Республика Хакасия;Сибирский;Н/Д;Н/Д;Н/Д;Прирост
499;Аргун;Город;Чеченская Республика;Северо-Кавказский;33 207;34 078;35 738;Прирост
500;Курчалой;Село;Чеченская Республика;Северо-Кавказский;23 971;24 469;24 847;Прирост
501;Ачхой-Мартан;Село;Чеченская Республика;Северо-Кавказский;22 187;22 569;22 922;Прирост
502;Цоци-Юрт;Село;Чеченская Республика;Северо-Кавказский;19 231;19 508;19 776;Прирост
503;Бачи-Юрт;Село;Чеченская Республика;Северо-Кавказский;17 548;17 930;18 273;Прирост
504;Гойты;Село;Чеченская Республика;Северо-Кавказский;17 371;17 831;18 014;Прирост
505;Автуры;Село;Чеченская Республика;Северо-Кавказский;16 328;16 701;17 014;Прирост
506;Катыр-Юрт;Село;Чеченская Республика;Северо-Кавказский;13 558;13 788;14 005;Прирост
507;Гелдагана;Село;Чеченская Республика;Северо-Кавказский;12 866;13 058;13 269;Прирост
508;Гехи;Село;Чеченская Республика;Северо-Кавказский;13 051;13 492;13 629;Прирост
509;Майртуп;Село;Чеченская Республика;Северо-Кавказский;12 558;12 815;12 962;Прирост
510;Самашки;Село;Чеченская Республика;Северо-Кавказский;11 898;12 070;12 199;Прирост
511;Шелковская;Станица;Чеченская Республика;Северо-Кавказский;11 924;12 273;12 504;Прирост
512;Аллерой;Село;Чеченская Республика;Северо-Кавказский;11 812;12 080;12 332;Прирост
513;Алхан-Кала;Село;Чеченская Республика;Северо-Кавказский;11 526;11 656;11 814;Прирост
514;Серноводская;Село;Чеченская Республика;Северо-Кавказский;11 492;11 626;11 808;Прирост
515;Старые Атаги;Село;Чеченская Республика;Северо-Кавказский;11 457;11 625;11 887;Прирост
516;Герменчук;Село;Чеченская Республика;Северо-Кавказский;11 434;11 657;11 844;Прирост
517;Мескер-Юрт;Село;Чеченская Республика;Северо-Кавказский;11 057;11 362;11 599;Прирост
518;Знаменское;Село;Чеченская Республика;Северо-Кавказский;11 072;11 233;11 412;Прирост
519;Ассиновская;Станица;Чеченская Республика;Северо-Кавказский;10 697;10 851;10 903;Прирост
520;Ойсхара;Посёлок городского типа;Чеченская Республика;Северо-Кавказский;10 619;10 985;11 267;Прирост
521;Червлённая;Станица;Чеченская Республика;Северо-Кавказский;10 110;10 315;10 431;Прирост
522;Канаш;Город;Чувашская Республика;Приволжский;45 819;45 734;45 716;Прирост
523;Алатырь;Город;Чувашская Республика;Приволжский;36 610;36 123;35 591;Прирост
524;Шумерля;Город;Чувашская Республика;Приволжский;30 536;30 347;29 954;Прирост
525;Цивильск;Город;Чувашская Республика;Приволжский;13 540;13 708;14 039;Прирост
526;Кугеси;Посёлок;Чувашская Республика;Приволжский;11 993;12 143;Н/Д;Прирост
527;Вурнары;Посёлок городского типа;Чувашская Республика;Приволжский;9 679;9 739;Н/Д;Прирост
528;Заринск;Город;Алтайский край;Сибирский;47 586;47 274;47 035;Прирост
529;Камень-на-Оби;Город;Алтайский край;Сибирский;42 174;41 897;41 787;Прирост
530;Славгород;Город;Алтайский край;Сибирский;31 006;30 591;30 370;Прирост
531;Алейск;Город;Алтайский край;Сибирский;28 493;28 372;28 528;Прирост
532;Южный;Посёлок;Алтайский край;Сибирский;20 073;20 126;20 028;Прирост
533;Тальменка;Посёлок городского типа;Алтайский край;Сибирский;19 095;18 998;19 044;Прирост
534;Яровое;Город;Алтайский край;Сибирский;18 162;18 175;18 085;Прирост
535;Белокуриха;Город;Алтайский край;Сибирский;14 529;14 877;15 072;Прирост
536;Павловск;Село;Алтайский край;Сибирский;Н/Д;Н/Д;Н/Д;Прирост
537;Кулунда;Село;Алтайский край;Сибирский;14 400;14 435;14 498;Прирост
538;Алтайское;Село;Алтайский край;Сибирский;14 257;14 285;14 235;Прирост
539;Горняк;Город;Алтайский край;Сибирский;13 231;13 109;13 040;Прирост
540;Шипуново;Село;Алтайский край;Сибирский;12 714;13 215;13 462;Прирост
541;Поспелиха;Село;Алтайский край;Сибирский;12 076;11 997;11 915;Прирост
542;Благовещенка;Посёлок городского типа;Алтайский край;Сибирский;11 540;11 608;11 548;Прирост
543;Сибирский;Посёлок городского типа;Алтайский край;Сибирский;Н/Д;11 807;14 709;Прирост
544;Михайловское;Село;Алтайский край;Сибирский;10 956;10 819;10 756;Прирост
545;Змеиногорск;Город;Алтайский край;Сибирский;10 617;10 546;10 569;Прирост
546;Волчиха;Село;Алтайский край;Сибирский;Н/Д;Н/Д;Н/Д;Прирост
547;Борзя;Город;Забайкальский край;Сибирский;29 822;29 405;29 050;Прирост
548;Агинское;Посёлок городского типа;Забайкальский край;Сибирский;16 979;17 496;17 708;Прирост
549;Петровск-Забайкальский;Город;Забайкальский край;Сибирский;17 486;17 144;16 803;Прирост
550;Нерчинск;Город;Забайкальский край;Сибирский;14 775;14 746;14 820;Прирост
551;Могоча;Город;Забайкальский край;Сибирский;13 697;13 640;13 526;Прирост
552;Шилка;Город;Забайкальский край;Сибирский;13 292;13 162;12 983;Прирост
553;Чернышевск;Посёлок городского типа;Забайкальский край;Сибирский;13 148;13 020;12 968;Прирост
554;Забайкальск;Посёлок городского типа;Забайкальский край;Сибирский;12 587;12 917;13 030;Прирост
555;Карымское;Посёлок городского типа;Забайкальский край;Сибирский;12 858;12 811;12 808;Прирост
556;Шерловая Гора;Посёлок городского типа;Забайкальский край;Сибирский;12 385;12 349;12 298;Прирост
557;Балей;Город;Забайкальский край;Сибирский;11 835;11 696;11 587;Прирост
558;Горный;Посёлок городского типа;Забайкальский край;Сибирский;11 588;11 547;Н/Д;Прирост
559;Первомайский;Посёлок городского типа;Забайкальский край;Сибирский;11 554;11 398;11 406;Прирост
560;Хилок;Город;Забайкальский край;Сибирский;11 124;10 969;10 853;Прирост
561;Могойтуй;Посёлок городского типа;Забайкальский край;Сибирский;10 972;10 900;10 905;Прирост
562;Атамановка;Посёлок городского типа;Забайкальский край;Сибирский;10 621;10 619;10 495;Прирост
563;Новокручининский;Посёлок городского типа;Забайкальский край;Сибирский;10 212;10 360;10 255;Прирост
564;Елизово;Город;Камчатский край;Дальневосточный;38 643;38 637;Н/Д;Прирост
565;Вилючинск;Город;Камчатский край;Дальневосточный;21 602;21 748;Н/Д;Прирост
566;Курганинск;Город;Краснодарский край;Южный;48 534;49 037;49 006;Прирост
567;Каневская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
568;Усть-Лабинск;Город;Краснодарский край;Южный;42 355;42 062;41 729;Прирост
569;Кореновск;Город;Краснодарский край;Южный;41 330;41 828;41 876;Прирост
570;Апшеронск;Город;Краснодарский край;Южный;40 199;40 244;40 349;Прирост
571;Темрюк;Город;Краснодарский край;Южный;38 780;39 164;39 646;Прирост
572;Ленинградская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
573;Абинск;Город;Краснодарский край;Южный;36 607;36 986;37 415;Прирост
574;Новокубанск;Город;Краснодарский край;Южный;35 042;35 251;35 440;Прирост
575;Динская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
576;Гулькевичи;Город;Краснодарский край;Южный;34 479;34 347;34 289;Прирост
577;Горячий Ключ;Город;Краснодарский край;Южный;33 459;34 585;35 805;Прирост
578;Приморско-Ахтарск;Город;Краснодарский край;Южный;31 740;31 887;31 987;Прирост
579;Павловская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
580;Староминская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
581;Кущёвская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
582;Полтавская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
583;Тбилисская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
584;Мостовской;Посёлок городского типа;Краснодарский край;Южный;25 023;25 006;25 118;Прирост
585;Северская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
586;Елизаветинская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
587;Новотитаровская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
588;Ильский;Станица;Краснодарский край;Южный;24 508;24 831;24 944;Прирост
589;Отрадная;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
590;Хадыженск;Город;Краснодарский край;Южный;22 246;22 430;22 733;Прирост
591;Брюховецкая;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
592;Ахтырский;Посёлок городского типа;Краснодарский край;Южный;20 650;20 863;20 935;Прирост
593;Холмская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
594;Анапская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
595;Гостагаевская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
596;Витязево;Посёлок городского типа;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
597;Белая Глина;Село;Краснодарский край;Южный;Н/Д;Н/Д;16 813;Прирост
598;Выселки;Город;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
599;Старомышастовская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
600;Нововеличковская;Станица;Краснодарский край;Южный;Н/Д;10 100;Н/Д;Прирост
601;Пластуновская;Станица;Краснодарский край;Южный;10 896;11 248;11 544;Прирост
602;Васюринская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
603;Кавказская;Станица;Краснодарский край;Южный;10 801;10 705;10 593;Прирост
604;Казанская;Город;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
605;Калининская;Станица;Краснодарский край;Южный;13 609;13 704;13 847;Прирост
606;Старовеличковская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
607;Стародеревянковская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
608;Новоминская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
609;Платнировская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
610;Трудобеликовский;Хутор;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
611;Марьянская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
612;Новомышастовская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
613;Ивановская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
614;Старонижестеблиевская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
615;Крыловская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
616;Октябрьская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
617;Варениковская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
618;Киевское;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
619;Михайловская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
620;Псебай;Посёлок городского типа;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
621;Новопокровская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
622;Афипский;Посёлок городского типа;Краснодарский край;Южный;Н/Д;Н/Д;20 115;Прирост
623;Петровская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
624;Анастасиевская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
625;Старотитаровская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;12 955;Прирост
626;Тамань;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
627;Медведовская;Станица;Краснодарский край;Южный;Н/Д;Н/Д;Н/Д;Прирост
628;Новомихайловский;Посёлок городского типа;Краснодарский край;Южный;10 606;10 792;10 788;Прирост
